link,price,title,location,post-date,bedrooms,bathrooms,receptions,type,postcode
https://www.zoopla.co.uk//to-rent/details/60206829/,40,3 bed shared accommodation to rent,"Warwick Road, Sparkhill, Birmingham B11",Listed on 17th Nov 2021,3.0,1.0,1.0,shared accommodation,B11
https://www.zoopla.co.uk//to-rent/details/60188080/,900,2 bed flat to rent,"The Boulevard, Birmingham B5",Listed on 16th Nov 2021,2.0,2.0,1.0,flat,B5
https://www.zoopla.co.uk//to-rent/details/59083748/,550,1 bed flat to rent,"97 Sutton Road, Birmingham B23",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B23
https://www.zoopla.co.uk//to-rent/details/60204195/,850,1 bed flat to rent,"Pershore Street, Birmingham B5",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B5
https://www.zoopla.co.uk//to-rent/details/51070074/,1200,2 bed flat to rent,"Centenary Plaza, Birmingham B1",Listed on 16th Nov 2021,2.0,1.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/60204168/,800,3 bed flat to rent,"Vineyard Road, Birmingham B31",Listed on 16th Nov 2021,3.0,1.0,1.0,flat,B31
https://www.zoopla.co.uk//to-rent/details/60204134/,595,1 bed flat to rent,"Tugford Road, Birmingham B29",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B29
https://www.zoopla.co.uk//to-rent/details/60204115/,750,1 bed flat to rent,"100 Warstone Lane, Birmingham B18",Listed on 16th Nov 2021,1.0,,,flat,B18
https://www.zoopla.co.uk//to-rent/details/54500153/,625,1 bed flat to rent,"Teesdale Avenue, Birmingham B34",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B34
https://www.zoopla.co.uk//to-rent/details/59711354/,750,3 bed terraced house to rent,"Selsey Road, Edgbaston, Birmingham B17",Listed on 16th Nov 2021,3.0,,,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/60203444/,1300,2 bed terraced house to rent,"Albion Street, Jewellery Quarter, Birmingham B1",Listed on 16th Nov 2021,2.0,2.0,,terraced house,B1
https://www.zoopla.co.uk//to-rent/details/60203357/,3198,6 bed terraced house to rent,"Bournbrook Road, Selly Oak B29",Listed on 16th Nov 2021,6.0,7.0,,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/53631837/,850,2 bed flat to rent,"Nexus Point, Edwards Road, Erdington B24",Listed on 16th Nov 2021,2.0,1.0,1.0,flat,B24
https://www.zoopla.co.uk//to-rent/details/60203066/,775,2 bed property to rent,"Woodlands Street, Smethwick B66",Listed on 16th Nov 2021,2.0,,,property,B66
https://www.zoopla.co.uk//to-rent/details/60203044/,450,Room to rent,"Vicarage Road, Smethwick B67",Listed on 16th Nov 2021,1.0,1.0,,room,B67
https://www.zoopla.co.uk//to-rent/details/50212117/,775,1 bed flat to rent,"Madison House, Wrentham Street, Birmingham B5",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B5
https://www.zoopla.co.uk//to-rent/details/60202873/,875,3 bed terraced house to rent,"Shirley Road, Hall Green, Birmingham B28",Listed on 16th Nov 2021,3.0,1.0,2.0,terraced house,B28
https://www.zoopla.co.uk//to-rent/details/60202798/,800,1 bed flat to rent,"Carver Street, Hockley, Birmingham B1",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/40874018/,550,Studio to rent,"School Road, Hall Green, Birmingham B28",Listed on 16th Nov 2021,1.0,1.0,1.0,studio,B28
https://www.zoopla.co.uk//to-rent/details/45150367/,950,3 bed property to rent,"Ashby Close, Hodge Hill, Birmingham B8",Listed on 16th Nov 2021,3.0,,,property,B8
https://www.zoopla.co.uk//to-rent/details/60202426/,1500,6 bed semi-detached house to rent,"Albert Road, Stechford, Birmingham B33",Listed on 16th Nov 2021,6.0,2.0,1.0,semi-detached house,B33
https://www.zoopla.co.uk//to-rent/details/56286671/,650,2 bed terraced house to rent,"Eva Road, Birmingham B18",Listed on 16th Nov 2021,2.0,1.0,1.0,terraced house,B18
https://www.zoopla.co.uk//to-rent/details/60201786/,775,1 bed flat to rent,"Alcester Street, Deritend, Birmingham B12",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B12
https://www.zoopla.co.uk//to-rent/details/60201771/,650,Studio to rent,"Metchley Drive, Harborne, Birmingham B17",Listed on 16th Nov 2021,1.0,,,studio,B17
https://www.zoopla.co.uk//to-rent/details/60201763/,690,Studio to rent,"Metchley Drive, Harborne, Birmingham B17",Listed on 16th Nov 2021,1.0,,,studio,B17
https://www.zoopla.co.uk//to-rent/details/60201748/,750,1 bed flat to rent,"Westside Two, Suffolk Street Queensway, Birmingham B1",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/60201582/,825,1 bed flat to rent,"Shaftesbury House, Station Street B5",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B5
https://www.zoopla.co.uk//to-rent/details/46588972/,895,1 bed flat to rent,"Fleet Street, Birmingham B3",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B3
https://www.zoopla.co.uk//to-rent/details/60201499/,3000,6 bed terraced house to rent,"Hubert Road, Birmingham B29",Listed on 16th Nov 2021,6.0,5.0,,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/52317572/,700,2 bed terraced house to rent,"Brook Meadow Road, Castle Bromwich, Birmingham B34",Listed on 16th Nov 2021,2.0,1.0,,terraced house,B34
https://www.zoopla.co.uk//to-rent/details/46413993/,850,3 bed semi-detached house to rent,"Coventry Road, Birmingham B26",Listed on 16th Nov 2021,3.0,1.0,2.0,semi-detached house,B26
https://www.zoopla.co.uk//to-rent/details/60201145/,895,3 bed semi-detached house to rent,"Woodleigh Avenue, Harborne, Birmingham B17",Listed on 16th Nov 2021,3.0,1.0,2.0,semi-detached house,B17
https://www.zoopla.co.uk//to-rent/details/60201112/,485,1 bed flat to rent,"Fillingham Close, Birmingham B37",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B37
https://www.zoopla.co.uk//to-rent/details/60201063/,395,Studio to rent,"Birchfield Road, Aston, Birmingham B19",Listed on 16th Nov 2021,,1.0,,studio,B19
https://www.zoopla.co.uk//to-rent/details/60200854/,475,2 bed shared accommodation to rent,"Parsons Mews, Kings Norton B30",Listed on 16th Nov 2021,2.0,2.0,1.0,shared accommodation,B30
https://www.zoopla.co.uk//to-rent/details/60107111/,3363,8 bed shared accommodation to rent,"Dawlish Rd, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,8.0,3.0,1.0,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/38756503/,3016,8 bed terraced house to rent,"Hubert Road, Selly Oak Birmingham B29",Listed on 16th Nov 2021,8.0,8.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/38756526/,429,8 bed terraced house to rent,"Hubert Road, Selly Oak Birmingham B29",Listed on 16th Nov 2021,8.0,8.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/38772960/,3189,8 bed terraced house to rent,"Hubert Rd, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,8.0,8.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/38453293/,3432,8 bed shared accommodation to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,8.0,8.0,1.0,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/42477106/,3189,8 bed shared accommodation to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,8.0,8.0,1.0,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/49474673/,3120,8 bed terraced house to rent,"Dawlish Road, Selly Oak B29",Listed on 16th Nov 2021,8.0,4.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/53121219/,3224,8 bed terraced house to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,8.0,8.0,,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60105594/,3783,9 bed shared accommodation to rent,"Dawlish Road, Birmingham B29",Listed on 16th Nov 2021,9.0,4.0,1.0,shared accommodation,B29
https://www.zoopla.co.uk//to-rent/details/60200140/,775,3 bed property to rent,"Nineveh Road, Handsworth, Birmingham B21",Listed on 16th Nov 2021,3.0,2.0,1.0,property,B21
https://www.zoopla.co.uk//to-rent/details/57229299/,725,Studio to rent,"The Hub, Clive Passage B4",Listed on 16th Nov 2021,,1.0,,studio,B4
https://www.zoopla.co.uk//to-rent/details/60199955/,6500,17 bed property to rent,"Westbourne Road, Edgbaston, Birmingham B15",Listed on 16th Nov 2021,17.0,6.0,1.0,property,B15
https://www.zoopla.co.uk//to-rent/details/54705331/,875,2 bed flat to rent,"565 Chester Road, Sutton Coldfield B73",Listed on 16th Nov 2021,2.0,2.0,1.0,flat,B73
https://www.zoopla.co.uk//to-rent/details/60199773/,1400,2 bed flat to rent,"Washington Wharf, Granville Street B1",Listed on 16th Nov 2021,2.0,2.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/49515733/,875,3 bed semi-detached house to rent,"Gibbins Road, Birmingham B29",Listed on 16th Nov 2021,3.0,1.0,2.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60199617/,950,3 bed semi-detached house to rent,"Pargeter Road, Bearwood, Smethwick B67",Listed on 16th Nov 2021,3.0,1.0,2.0,semi-detached house,B67
https://www.zoopla.co.uk//to-rent/details/60199564/,971,2 bed property to rent,"19 George Road, Selly Oak B29",Listed on 16th Nov 2021,2.0,1.0,2.0,property,B29
https://www.zoopla.co.uk//to-rent/details/60199528/,2942,7 bed end terrace house to rent,"Heeley Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,7.0,3.0,1.0,end terrace house,B29
https://www.zoopla.co.uk//to-rent/details/60199509/,2730,7 bed semi-detached house to rent,"Gibbins Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,7.0,3.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60199469/,500,Room to rent,"Anderton Park Road, Moseley, Birmingham B13",Listed on 16th Nov 2021,1.0,1.0,,room,B13
https://www.zoopla.co.uk//to-rent/details/60199402/,550,Room to rent,"Anderton Park Road, Moseley, Birmingham B13",Listed on 16th Nov 2021,1.0,1.0,,room,B13
https://www.zoopla.co.uk//to-rent/details/60199331/,1425,2 bed flat to rent,"Landrow Place, 86 Lionel Street, Birmingham B3",Listed on 16th Nov 2021,2.0,2.0,,flat,B3
https://www.zoopla.co.uk//to-rent/details/60199308/,2297,5 bed semi-detached house to rent,"Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 16th Nov 2021,5.0,2.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60199276/,2556,5 bed terraced house to rent,"Student Property Frederick Road Selly Oak, Birmingham B29",Listed on 16th Nov 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60199253/,2340,5 bed terraced house to rent,"Student Property Raddlebarn Road Selly Oak, Birmingham B29",Listed on 16th Nov 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60199252/,700,Room to rent,"Edgbaston Road East, Moseley, Birmingham B12",Listed on 16th Nov 2021,1.0,1.0,,room,B12
https://www.zoopla.co.uk//to-rent/details/60199231/,2275,5 bed terraced house to rent,"Student Property 2022-2023 Lodgehill Roadselly Oak, Birmingham B29",Listed on 16th Nov 2021,5.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60199190/,2123,5 bed semi-detached house to rent,"Student Property Lodgehill Road Selly Oak, Birmingham B29",Listed on 16th Nov 2021,5.0,2.0,1.0,semi-detached house,B29
https://www.zoopla.co.uk//to-rent/details/60199158/,2773,5 bed end terrace house to rent,"Cadnam Close, Birmingham B17",Listed on 16th Nov 2021,5.0,5.0,1.0,end terrace house,B17
https://www.zoopla.co.uk//to-rent/details/60199131/,1560,4 bed terraced house to rent,"Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60199105/,1456,4 bed end terrace house to rent,"Westminster Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4.0,1.0,1.0,end terrace house,B29
https://www.zoopla.co.uk//to-rent/details/60199055/,600,1 bed flat to rent,"Honeybourne Road, Birmingham B33",Listed on 16th Nov 2021,1.0,1.0,,flat,B33
https://www.zoopla.co.uk//to-rent/details/60199085/,1248,4 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60199039/,1248,4 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60198992/,800,2 bed flat to rent,"City Heights, Birmingham B4",Listed on 16th Nov 2021,2.0,1.0,,flat,B4
https://www.zoopla.co.uk//to-rent/details/60199019/,850,2 bed flat to rent,"Wake Green Road, Moseley, Birmingham B13",Listed on 16th Nov 2021,2.0,1.0,1.0,flat,B13
https://www.zoopla.co.uk//to-rent/details/60198977/,1612,4 bed terraced house to rent,"Tealby Grove, Birmingham B29",Listed on 16th Nov 2021,4.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60198949/,1317,4 bed terraced house to rent,"Westminster Road, Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60198893/,449,Room to rent,"Alexander Road, Acocks Green, Birmingham B27",Listed on 16th Nov 2021,1.0,1.0,,room,B27
https://www.zoopla.co.uk//to-rent/details/60198618/,1842,4 bed semi-detached house to rent,"28, Wiggin Street, Birmingham B16",Listed on 16th Nov 2021,4.0,2.0,1.0,semi-detached house,B16
https://www.zoopla.co.uk//to-rent/details/53209963/,795,1 bed flat to rent,"Fabrick Square, 1 Lombard Street, Digbeth, Birmingham B12",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B12
https://www.zoopla.co.uk//to-rent/details/57340314/,2383,5 bed terraced house to rent,"Harborne Park Road, Harborne, Birmingham B17",Listed on 16th Nov 2021,5.0,3.0,1.0,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/47766463/,1475,4 bed semi-detached house to rent,"Waterside Drive, Hockley B18",Listed on 16th Nov 2021,4.0,2.0,1.0,semi-detached house,B18
https://www.zoopla.co.uk//to-rent/details/60198341/,1200,5 bed terraced house to rent,"Robert Road, Handsworth B20",Listed on 16th Nov 2021,5.0,2.0,3.0,terraced house,B20
https://www.zoopla.co.uk//to-rent/details/60198107/,1490,4 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60198067/,1837,4 bed terraced house to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60198014/,1768,4 bed terraced house to rent,"Warwards Lane Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/41811754/,950,2 bed flat to rent,"Navigation Street, Birmingham B5",Listed on 16th Nov 2021,2.0,,,flat,B5
https://www.zoopla.co.uk//to-rent/details/60197980/,1473,4 bed terraced house to rent,"St. Stephens Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60197950/,1170,3 bed terraced house to rent,"Student Property 2022-2023 Harborne, Birmingham B17",Listed on 16th Nov 2021,3.0,2.0,1.0,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/60197890/,1274,3 bed terraced house to rent,"Quinton Road, Harborne, Birmingham B17",Listed on 16th Nov 2021,3.0,1.0,1.0,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/60197855/,1261,3 bed flat to rent,"Student/Residential Property 2022-2023 Hagley Court Edgbaston, Birmingham B16",Listed on 16th Nov 2021,3.0,1.0,2.0,flat,B16
https://www.zoopla.co.uk//to-rent/details/60197808/,1183,3 bed terraced house to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,3.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60197776/,1170,3 bed terraced house to rent,"Milner Road, Selly Oak, Birmingham B29",Listed on 16th Nov 2021,3.0,1.0,2.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60197745/,1157,3 bed terraced house to rent,"Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 16th Nov 2021,3.0,1.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60197725/,850,3 bed semi-detached house to rent,"Henlow Road, Kings Heath B14",Listed on 16th Nov 2021,3.0,1.0,3.0,semi-detached house,B14
https://www.zoopla.co.uk//to-rent/details/60197719/,2990,6 bed terraced house to rent,"Leslie Road, Edgbaston, Birmingham B16",Listed on 16th Nov 2021,6.0,3.0,1.0,terraced house,B16
https://www.zoopla.co.uk//to-rent/details/60197559/,1542,4 bed terraced house to rent,"Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 16th Nov 2021,4.0,2.0,1.0,terraced house,B29
https://www.zoopla.co.uk//to-rent/details/60197525/,1000,2 bed terraced house to rent,"Gordon Road, Harborne B17",Listed on 16th Nov 2021,2.0,1.0,1.0,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/54665558/,775,1 bed flat to rent,"Viva, 10 Commercial Street, Birmingham B1",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/60197492/,1235,3 bed terraced house to rent,"38 Cadleigh Gardens, Harborne, Birmingham B17",Listed on 16th Nov 2021,3.0,2.0,1.0,terraced house,B17
https://www.zoopla.co.uk//to-rent/details/56243819/,750,2 bed semi-detached house to rent,"Wilderness Lane, Great Barr, Birmingham B43",Listed on 16th Nov 2021,2.0,,,semi-detached house,B43
https://www.zoopla.co.uk//to-rent/details/46602810/,350,Room to rent,"Ashbrook Road, Birmingham B30",Listed on 16th Nov 2021,1.0,1.0,1.0,room,B30
https://www.zoopla.co.uk//to-rent/details/60197440/,795,2 bed flat to rent,"The Grange, Haslucks Green Road, Shirley B90",Listed on 16th Nov 2021,2.0,2.0,1.0,flat,B90
https://www.zoopla.co.uk//to-rent/details/60197343/,490,Room to rent,"81 Reddicap Hill, Sutton Coldfield B75",Listed on 16th Nov 2021,1.0,1.0,,room,B75
https://www.zoopla.co.uk//to-rent/details/60196714/,40,2 bed shared accommodation to rent,"Gladstone Road, Sparkbrook, Birmingham B11",Listed on 16th Nov 2021,2.0,1.0,1.0,shared accommodation,B11
https://www.zoopla.co.uk//to-rent/details/60195862/,575,1 bed flat to rent,"Apartment Hazelwell Court, 12 Hazelwell Road, Birmingham B30",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B30
https://www.zoopla.co.uk//to-rent/details/60195758/,800,3 bed semi-detached house to rent,"Marsh Lane, Erdington, Birmingham B23",Listed on 16th Nov 2021,3.0,1.0,,semi-detached house,B23
https://www.zoopla.co.uk//to-rent/details/46338218/,575,1 bed flat to rent,"Rotton Park Road, Edgbaston B16",Listed on 16th Nov 2021,1.0,1.0,1.0,flat,B16
https://www.zoopla.co.uk//to-rent/details/60195539/,1200,2 bed flat to rent,"Newhall Place, Newhall Hill, Birmingham B1",Listed on 15th Nov 2021,2.0,2.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/51733848/,1000,2 bed flat to rent,"Regency Place, Parade, Birmingham B1",Listed on 15th Nov 2021,2.0,1.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/58628326/,850,2 bed flat to rent,"Orion Building, Navigation Street, Birmingham B5",Listed on 15th Nov 2021,2.0,2.0,1.0,flat,B5
https://www.zoopla.co.uk//to-rent/details/53749112/,800,1 bed flat to rent,"Moreton House, Moreton Street, Jewellery Quarter B1",Listed on 15th Nov 2021,1.0,1.0,1.0,flat,B1
https://www.zoopla.co.uk//to-rent/details/47804500/,800,Studio to rent,"St Michaels Court, Warstone Parade East, Jewellery Quarter B18",Listed on 15th Nov 2021,,1.0,1.0,studio,B18
https://www.zoopla.co.uk//to-rent/details/53180542/,750,2 bed flat to rent,"Boundary Road, Birmingham B23",Listed on 15th Nov 2021,2.0,1.0,1.0,flat,B23
